569,514,90,90
918,481,113,88
920,482,113,88
925,482,113,88
928,483,113,88
934,483,113,88
939,483,113,88
940,483,113,88
944,482,113,88
946,481,113,88
947,480,113,88
949,479,113,88
951,478,113,88
951,478,113,88
951,477,113,88
951,477,113,88
949,476,113,88
946,475,113,88
943,475,113,88
937,474,113,88
933,472,113,88
929,472,113,88
924,472,113,88
919,471,113,88
915,470,113,88
909,470,113,88
903,470,113,88
898,470,113,88
891,470,119,92
882,471,125,97
877,479,119,92
873,489,113,88
866,499,108,84
860,507,102,80
854,512,102,80
846,518,102,80
841,519,108,84
833,527,108,84
828,536,102,80
818,542,102,80
807,547,102,80
793,550,108,84
774,551,108,84
754,549,108,84
737,545,108,84
722,538,108,84
723,530,108,84
741,530,108,84
755,532,102,80
767,534,102,80
786,540,102,80
803,545,98,76
823,547,98,76
845,551,98,76
848,551,98,76
849,549,98,76
850,547,98,76
855,543,98,76
861,538,93,72
868,526,93,72
878,513,98,76
901,495,98,76
930,471,93,72
954,449,93,72
984,427,98,76
1021,417,98,76
1048,415,98,76
1063,420,102,80
1074,430,98,76
1080,443,93,72
1083,449,93,72
1086,451,93,72
1095,454,93,72
1098,457,93,72
1100,458,98,76
1104,457,98,76
1110,456,98,76
1114,455,98,76
1119,447,98,76
1124,439,98,76
1132,428,98,76
1141,411,98,76
1154,394,93,72
1164,377,93,72
1175,363,89,69
1182,343,89,69
1190,316,89,69
1200,282,89,69
1199,246,93,72
1203,211,93,72
1204,178,98,76
1211,157,98,76
1215,143,93,72
1222,131,93,72
1220,122,93,72
1218,113,93,72
1209,108,93,72
1200,116,93,72
1193,133,93,72
1184,148,93,72
1180,166,93,72
1173,185,93,72
1166,194,93,72
1161,205,93,72
1152,219,93,72
1139,234,93,72
1133,251,93,72
1124,275,93,72
1116,298,93,72
1113,318,93,72
1108,334,93,72
1107,348,93,72
1106,358,93,72
1107,365,93,72
1109,369,93,72
1110,371,93,72
1113,375,93,72
1117,379,93,72
1121,383,93,72
1126,391,93,72
1132,400,93,72
1137,407,93,72
1141,417,89,69
1150,428,84,66
1151,438,84,66
1151,447,84,66
1153,459,80,63
1150,467,80,63
1143,475,80,63
1134,480,80,63
1128,487,80,63
1121,495,80,63
1114,503,80,63
1110,513,80,63
1106,522,80,63
1105,532,80,63
1106,542,76,60
1105,557,76,60
1104,564,76,60
1102,572,76,60
1099,582,76,60
1096,592,76,60
1090,600,76,60
1087,609,76,60
1081,614,76,60
1077,613,76,60
1071,607,76,60
1070,601,76,60
1066,586,76,60
1060,563,76,60
1057,548,76,60
1055,541,76,60
1050,535,76,60
1049,534,76,60
1047,534,76,60
1046,535,76,60
1045,536,76,60
1045,542,76,60
1046,549,73,57
1045,552,73,57
1045,557,73,57
1043,558,73,57
1042,560,73,57
1039,560,73,57
1037,560,73,57
1034,559,69,54
1030,553,73,57
1026,547,73,57
1021,542,73,57
1021,539,73,57
1018,538,73,57
1014,538,73,57
1012,539,73,57
1011,539,73,57
1009,541,73,57
1007,542,73,57
1007,542,73,57
1006,542,73,57
1006,542,73,57
1008,542,69,54
1012,537,66,51
1019,531,66,51
1028,527,66,51
1038,520,66,51
1051,514,66,51
1061,509,66,51
1069,505,66,51
1077,504,66,51
1085,502,66,51
1094,499,66,51
1101,498,66,51
1108,496,66,51
1115,494,66,51
1117,489,66,51
1120,487,66,51
1115,486,66,51
1107,485,66,51
1097,483,69,54
1088,484,69,54
1079,483,69,54
1069,482,73,57
1060,485,73,57
1050,488,73,57
1043,490,73,57
1037,493,73,57
1034,494,73,57
1033,494,73,57
1035,497,73,57
1038,498,73,57
1041,501,73,57
1043,502,73,57
1049,506,73,57
1051,509,73,57
1057,513,73,57
1058,517,73,57
1060,522,73,57
1062,529,73,57
1061,534,73,57
1063,539,73,57
1064,545,73,57
1065,551,73,57
1067,555,73,57
1067,560,73,57
1069,566,73,57
1070,571,73,57
1070,574,73,57
1074,581,69,54
1076,587,66,51
1078,591,66,51
1078,592,66,51
1077,595,66,51
1077,596,66,51
1076,599,66,51
1075,601,66,51
1076,602,66,51
1077,603,66,51
1078,604,66,51
1078,605,66,51
1081,604,66,51
1085,602,66,51
1084,598,69,54
1088,595,66,51
1092,591,66,51
1096,586,66,51
1101,579,66,51
1104,572,69,54
1108,564,69,54
1113,555,69,54
1119,549,69,54
1123,538,73,57
1130,532,73,57
1136,523,73,57
1143,518,73,57
1149,509,73,57
1154,501,73,57
1159,492,73,57
1166,486,73,57
1172,481,73,57
1178,474,76,60
1185,473,73,57
1189,469,76,60
1197,468,76,60
1201,466,76,60
1208,463,76,60
1215,458,76,60
1221,453,76,60
1228,444,76,60
1234,437,76,60
1239,430,76,60
1240,427,76,60
1243,421,76,60
1241,418,76,60
1240,415,76,60
1238,411,76,60
1231,407,76,60
1226,404,76,60
1219,399,76,60
1211,395,76,60
1204,392,76,60
1194,385,76,60
1185,382,76,60
1177,377,76,60
1168,371,76,60
1155,363,76,60
1150,358,76,60
1144,350,76,60
1135,341,76,60
1129,333,76,60
1122,326,76,60
1113,319,76,60
1106,315,76,60
1099,309,73,57
1092,304,73,57
1080,297,73,57
1071,289,73,57
1063,283,76,60
1049,275,76,60
1038,267,80,63
1028,261,80,63
1019,256,80,63
1011,255,76,60
999,254,76,60
994,255,76,60
991,258,76,60
996,262,76,60
999,265,76,60
1008,272,76,60
1019,279,76,60
1027,286,80,63
1036,289,80,63
1043,292,80,63
1049,293,80,63
1051,294,80,63
1046,292,80,63
1042,293,76,60
1030,289,80,63
1023,289,76,60
1010,288,76,60
995,288,76,60
985,288,76,60
975,290,76,60
965,292,76,60
955,296,76,60
946,299,76,60
935,305,76,60
932,307,76,60
926,314,76,60
927,316,76,60
929,317,80,63
936,321,80,63
944,323,76,60
951,328,76,60
959,330,76,60
961,333,76,60
962,338,76,60
962,340,76,60
962,347,76,60
961,351,76,60
958,356,76,60
956,359,76,60
953,362,76,60
947,369,76,60
941,375,76,60
936,378,76,60
932,382,76,60
927,386,76,60
927,390,76,60
931,393,76,60
939,395,76,60
940,394,76,60
941,394,76,60
941,395,76,60
940,395,76,60
940,395,76,60
940,396,76,60
941,397,76,60
941,397,76,60
941,397,76,60
940,397,76,60
941,395,76,60
942,394,76,60
940,393,76,60
941,392,76,60
941,391,76,60
940,389,76,60
940,388,76,60
939,386,76,60
938,385,76,60
936,385,76,60
933,387,76,60
932,389,76,60
931,391,76,60
930,394,76,60
926,395,76,60
926,398,76,60
923,404,76,60
923,407,76,60
922,415,76,60
920,420,76,60
920,427,76,60
921,434,76,60
922,440,73,57
923,447,73,57
922,453,73,57
921,460,73,57
923,467,69,54
922,472,69,54
921,478,69,54
923,483,66,51
922,488,66,51
921,493,66,51
